Artist,Listeners,Daily +/-,Peak,PkListeners
Shaarib Toshi,"14,108,021","-49,821",686,"14,345,051"
Yebba,"14,099,009","-18,839",584,"14,817,040"
Chrystal,"14,092,274","-63,056",448,"18,638,803"
Harris Jayaraj,"14,088,118","-30,947",687,"14,181,025"
Gajendra Verma,"14,078,766","-2,707",687,"14,279,335"
Sadhana Sargam,"14,073,515","-5,317",716,"14,078,832"
The Temper Trap,"14,072,817","-91,819",573,"15,865,252"
Leon Thomas,"14,058,594","49,050",507,"16,439,450"
NewJeans,"14,047,606","-20,637",160,"26,786,050"
Luar La L,"14,014,842","61,985",605,"14,014,842"
Edgardo Nuñez,"14,009,995","-40,718",431,"16,906,197"
Jorge & Mateus,"13,988,615","-20,481",539,"15,856,100"
Dimitri Vegas & Like Mike,"13,980,912","23,752",357,"19,897,730"
Baby Keem,"13,939,087","-53,106",237,"23,094,570"
M83,"13,920,844","-31,884",592,"14,083,286"
Tiago PZK,"13,907,462","-32,572",244,"22,623,731"
Saaheal,"13,885,504","-29,884",722,"13,920,516"
Kylie Minogue,"13,878,357","63,978",233,"24,715,118"
Cosculluela,"13,877,107","45,920",589,"14,511,934"
W&W;,"13,813,437","38,682",440,"17,304,881"
Calibre 50,"13,804,579","27,468",488,"13,804,579"
The Game,"13,794,525","35,366",508,"13,935,195"
Silk Sonic,"13,767,144","20,260",373,"15,167,191"
Leon Bridges,"13,764,873","-43,228",597,"14,770,418"
Papa Roach,"13,716,562",-475,597,"14,775,546"
Kreamly,"13,712,331","-70,546",598,"15,470,635"
Hindia,"13,707,849","-41,854",727,"13,749,703"
Mambo Kingz,"13,705,844","-10,493",298,"19,318,210"
Soulja Boy,"13,686,091","47,427",662,"13,686,091"
JISOO,"13,678,010","254,781",358,"16,659,396"
Mahalakshmi Iyer,"13,653,751","-17,991",732,"13,671,957"
Kushagra,"13,605,416","-40,716",727,"13,694,324"
Jory Boy,"13,604,517","118,223",743,"13,604,517"
Jessie Murph,"13,598,286","21,166",462,"18,034,844"
070 Shake,"13,595,765","39,462",101,"30,903,161"
Bring Me The Horizon,"13,594,237","7,135",475,"15,125,559"
will.i.am,"13,567,315","29,484",566,"14,110,254"
New West,"13,564,834","4,473",421,"15,372,580"
Kishore Kumar,"13,553,308","12,708",732,"13,553,308"
LE SSERAFIM,"13,534,257","108,303",476,"16,058,007"
José José,"13,511,077","40,850",751,"13,511,077"
The Verve,"13,503,422","3,915",743,"13,503,422"
Zé Felipe,"13,498,612","4,918",544,"15,297,326"
Alfredo Olivas,"13,482,278","15,224",582,"13,862,718"
*NSYNC,"13,476,687","6,336",138,"32,534,951"
Dimitri Vegas,"13,463,569","43,367",446,"17,182,026"
Los Tucanes De Tijuana,"13,461,935","-11,984",484,"14,566,004"
Gusttavo Lima,"13,461,597","9,573",508,"15,115,981"
Creed,"13,438,767","37,176",691,"14,070,157"
Belinda,"13,438,551","21,813",585,"14,390,031"
Mumford & Sons,"13,437,518","123,858",629,"13,437,518"
Brray,"13,411,971","13,699",405,"16,966,488"
6LACK,"13,404,616","-22,306",321,"16,978,376"
Mike Posner,"13,403,498","-12,432",400,"17,945,456"
Nadeem Shravan,"13,388,767","13,186",765,"13,388,767"
Vicente Fernández,"13,388,230","20,301",647,"14,287,433"
Jowell & Randy,"13,384,061","8,804",516,"14,167,840"
Eric Clapton,"13,383,874","11,496",550,"13,824,758"
Busta Rhymes,"13,376,298","-28,098",599,"13,573,343"
Shekhar Ravjiani,"13,367,419","-16,354",392,"15,805,465"
The Cardigans,"13,327,208","-12,241",742,"13,388,686"
G. V. Prakash,"13,317,091","-24,785",673,"13,373,840"
DJ Javi26,"13,290,373","12,756",753,"13,375,159"
Rammstein,"13,285,449","-19,770",636,"13,318,081"
Raj Shekhar,"13,282,009","29,682",521,"16,273,475"
Wham!,"13,266,425","101,676",13,"81,641,878"
Survivor,"13,260,791","3,727",598,"13,878,844"
Karthik,"13,229,918","-27,597",723,"13,304,580"
Clave Especial,"13,229,206","-54,070",560,"15,760,396"
Bailey Zimmerman,"13,226,214","-26,831",516,"16,608,913"
R. D. Burman,"13,170,841","-12,922",731,"13,427,060"
Silet Open Up,"13,165,831","-51,562",637,"14,781,876"
Arash,"13,160,230","-34,930",479,"17,798,006"
Manan Bhardwaj,"13,138,369","-69,505",247,"24,056,763"
David Kushner,"13,135,586","-24,712",143,"27,928,294"
Camila,"13,115,130","-25,769",508,"15,900,239"
Fergie,"13,090,444","-4,019",562,"14,297,921"
Los Tigres Del Norte,"13,089,235","-1,317",689,"13,923,736"
blackbear,"13,062,621","-24,633",259,"19,962,853"
Ice Spice,"13,059,287","-103,728",49,"47,203,544"
Selena Gomez & The Scene,"13,045,525","30,613",525,"13,559,306"
NF,"13,044,111","-2,029",275,"19,447,227"
Zendaya,"13,040,588","19,373",496,"15,183,083"
Rod Stewart,"13,034,261","-9,092",521,"15,047,871"
Olivia Newton-John,"13,033,860","7,009",548,"15,711,570"
Galantis,"13,025,385","-23,271",338,"18,896,883"
MEDUZA,"13,009,114","-14,194",222,"22,148,251"
America,"12,997,645","36,630",654,"14,422,796"
Brytiago,"12,993,382","-16,479",556,"13,359,249"
Thaman S,"12,976,161","-41,010",591,"14,566,351"
Crowded House,"12,974,968","15,164",681,"13,009,112"
Daecolm,"12,967,807","-26,247",468,"18,322,616"
Kavita Krishnamurthy,"12,945,357","7,411",803,"12,945,357"
Yuvan Shankar Raja,"12,933,856","-32,804",663,"13,133,325"
Haze,"12,932,131","1,450",644,"13,425,088"
Thomas Rhett,"12,920,451","-59,697",520,"16,346,595"
Ben E. King,"12,909,625","104,416",517,"16,608,335"
Asha Bhosle,"12,888,199","2,232",786,"12,888,199"
Adam Port,"12,886,408","-54,040",241,"24,739,687"
Phoebe Bridgers,"12,864,384","-14,456",706,"13,144,215"
Los Enanitos Verdes,"12,855,686","14,110",543,"15,265,491"
Emilia,"12,851,734","-38,640",337,"19,179,139"
Nadhif Basalamah,"12,843,082","-14,191",813,"12,857,273"
Meek Mill,"12,841,234","-16,109",393,"15,553,179"
Manu Chao,"12,837,702",-520,523,"17,210,183"
Shafqat Amanat Ali,"12,837,572","-40,598",686,"14,058,536"
Lil Tjay,"12,826,241","-5,834",268,"19,548,091"
Modern Talking,"12,806,004","79,204",651,"13,539,206"
Chezile,"12,805,043","-15,185",417,"17,952,523"
Rae Sremmurd,"12,776,437","32,856",412,"15,144,345"
Surf Curse,"12,768,156","70,319",319,"20,913,105"
Haddaway,"12,760,674","-15,037",753,"12,775,711"
sma$her,"12,759,244","-44,187",770,"13,176,513"
Frankie Valli,"12,748,651","-42,542",803,"12,982,440"
No Doubt,"12,741,948","29,561",688,"12,741,948"
Juan Gabriel,"12,733,102","-23,394",777,"12,762,452"
Kris R.,"12,729,299","96,579",827,"12,729,299"
Bharath,"12,702,355","-44,046",816,"12,796,641"
Wizkid,"12,699,362","-7,420",523,"15,856,494"
Morad,"12,636,973","-45,018",478,"16,713,544"
Snow Patrol,"12,636,790","33,637",754,"12,636,790"
Cassie,"12,632,688","78,955",819,"12,632,688"
Altamash Faridi,"12,623,209","-13,873",530,"13,862,589"
Tommy Richman,"12,618,054","5,871",47,"50,755,802"
Clementine Douglas,"12,610,373","-113,514",399,"20,042,177"
Raim Laode,"12,571,875","-34,764",603,"15,047,899"
Paul McCartney,"12,569,770","18,866",79,"43,578,778"
Nanpa Básico,"12,552,060","-34,591",761,"12,996,531"
Lizzy McAlpine,"12,542,737","67,732",293,"18,459,665"
Sevdaliza,"12,542,544","-14,591",219,"25,431,578"
ELENA ROSE,"12,510,444","-17,979",822,"12,565,013"
Natalia Lafourcade,"12,493,754","53,180",685,"12,900,184"
Laura Pausini,"12,489,901","39,801",517,"16,503,545"
Cazzu,"12,483,568","-24,566",541,"15,540,655"
Milky Chance,"12,474,244","-28,838",417,"16,426,763"
Tokischa,"12,468,441",909,394,"17,115,778"
4 Non Blondes,"12,413,963","215,765",847,"12,413,963"
ATL Jacob,"12,406,333","-41,529",210,"25,072,953"
Em Beihold,"12,404,167","-31,207",135,"26,666,031"
Yb Wasg'ood,"12,395,817","-60,361",482,"17,403,334"
DFZM,"12,364,352","5,222",359,"20,390,668"
Gulzar,"12,340,197","-7,688",852,"12,347,885"
Neeraj Shridhar,"12,338,564","-34,806",730,"13,281,958"
Masoom Sharma,"12,329,663","-16,460",851,"12,374,121"
Passenger,"12,321,065","-32,102",422,"16,765,920"
Riley Green,"12,319,469","-17,551",743,"13,385,586"
Hoobastank,"12,310,691","-1,264",806,"12,370,874"
Ace of Base,"12,295,703","14,111",717,"13,458,856"
Lyanno,"12,281,801","8,037",416,"15,200,027"
Quavo,"12,276,704","-5,575",188,"27,599,002"
Antara Mitra,"12,250,507","22,474",852,"12,250,507"
Korn,"12,235,371",-472,683,"12,360,795"
Edward Maya,"12,231,851","-73,266",694,"13,778,852"
Johnny Cash,"12,226,923","-5,011",592,"13,632,777"
Counting Crows,"12,226,288","-11,772",713,"13,543,297"
Aitana,"12,221,322","49,961",411,"15,094,220"
Marília Mendonça,"12,213,571","70,466",398,"14,932,890"
John Lennon,"12,197,450","30,618",80,"42,190,219"
Léo Foguete,"12,194,109","-4,883",568,"15,080,414"
MC Tuto,"12,189,884","-25,379",400,"18,873,532"
Skillet,"12,177,015","46,224",871,"12,177,015"
Fetty Wap,"12,165,728","-31,846",375,"18,956,221"
Luan Santana,"12,163,337","27,948",479,"15,797,554"
Luísa Sonza,"12,163,055","-24,921",456,"15,591,379"
R3HAB,"12,156,930","-29,217",210,"23,584,295"
Felipe Amorim,"12,156,647","-16,162",628,"12,428,871"
T.I.,"12,154,754","-3,889",587,"12,981,314"
Clams Casino,"12,129,519","-13,360",833,"12,155,002"
Men At Work,"12,127,231","-42,819",620,"13,582,552"
Jaideep Sahni,"12,119,665","-26,416",741,"12,501,212"
Scythermane,"12,118,729","-34,733",531,"16,415,115"
James Blunt,"12,114,890","12,491",553,"14,529,059"
Amir Ameer,"12,114,709","-19,122",755,"13,346,030"
PEDRO SAMPAIO,"12,105,806","31,673",649,"12,430,384"
NATTAN,"12,085,605","-29,236",560,"15,450,750"
LANY,"12,070,743","14,211",768,"12,070,743"
Tochi Raina,"12,062,451","14,046",887,"12,062,451"
Indila,"12,060,183","24,956",813,"12,060,183"
Anuradha Paudwal,"12,044,645","41,586",886,"12,044,645"
Rizky Febian,"12,023,856","135,137",890,"12,023,856"
The Animals,"12,004,025","52,611",790,"12,839,433"
Rauhan Malik,"11,986,203","-22,847",771,"13,152,103"
Del The Funky Homosapien,"11,983,244","-23,899",821,"12,407,555"
Keinemusik,"11,982,091","-43,130",233,"25,010,459"
ROA,"11,979,642","64,257",895,"11,979,642"
Taio Cruz,"11,971,691","-24,265",520,"14,369,131"
KHEA,"11,968,300","-69,875",458,"16,911,588"
The Ronettes,"11,966,541","17,479",68,"48,233,638"
Sixpence None The Richer,"11,963,438","-37,081",664,"13,190,880"
Olly Alexander (Years & Years),"11,952,784","-25,104",699,"13,902,076"
Ilaiyaraaja,"11,947,717","-47,391",883,"12,126,678"
yung kai,"11,929,852","-54,919",324,"20,931,396"
Murilo Huff,"11,927,514","15,887",623,"13,512,150"
Ella Langley,"11,921,953","-8,879",833,"12,338,217"
Icona Pop,"11,911,188","-97,395",597,"13,570,205"
Javed Bashir,"11,888,156","-13,632",843,"12,266,278"
Kelis,"11,836,593","45,630",907,"11,836,593"
Hugo & Guilherme,"11,834,428",-438,706,"12,194,388"
.Feast,"11,829,848","-17,279",738,"13,272,374"
Marc Seguí,"11,825,887","117,411",869,"11,825,887"
Jack Johnson,"11,807,027","-13,146",518,"15,485,519"
Montell Fish,"11,806,259","-12,439",614,"13,623,841"
Sheila On 7,"11,793,305","-22,636",845,"12,323,032"
Tego Calderón,"11,789,201","-6,787",746,"12,169,352"
Bomba Estéreo,"11,775,240","-7,379",290,"18,055,394"
WILLOW,"11,770,965","-3,287",360,"15,561,760"
Harshdeep Kaur,"11,765,450","27,832",917,"11,765,450"
NOTION,"11,757,046","-23,102",532,"16,110,494"
Royel Otis,"11,752,950","-34,530",792,"12,707,316"
Chris Isaak,"11,737,298","33,383",920,"11,737,298"
Boza,"11,715,889","-72,732",839,"12,365,943"
George Ezra,"11,715,479","-45,855",291,"20,125,754"
Van Halen,"11,713,372","17,600",485,"14,349,969"
Kane Brown,"11,681,900","-81,848",418,"18,066,809"
6ix9ine,"11,677,148","-12,183",584,"12,167,814"
Keyshia Cole,"11,668,594",-750,793,"11,670,043"
Hombres G,"11,659,097",674,589,"14,682,087"
fun.,"11,656,770","82,060",594,"13,389,730"
MARINA,"11,656,193","7,527",694,"11,850,931"
Lionel Richie,"11,652,125","-6,555",641,"13,005,670"
Murtuza Khan,"11,631,479","-18,574",868,"11,942,802"
Qadir Khan,"11,631,095","-18,206",869,"11,943,707"
Jhené Aiko,"11,630,979","7,270",557,"13,895,450"
Phantogram,"11,621,449","-4,700",919,"11,633,347"
Normani,"11,620,838","3,575",521,"13,231,383"
Tulus,"11,606,142","36,385",858,"11,606,142"
For Revenge,"11,559,545","-2,335",813,"12,293,206"
Diva Aurel,"11,553,512","-35,626",732,"13,364,376"
Melanie Martinez,"11,549,125","-4,990",257,"20,251,491"
Jacson Seran,"11,544,543","-36,504",733,"13,361,497"
Juan Reza,"11,541,807","-36,128",731,"13,367,440"
Bad Gyal,"11,540,622","-15,412",405,"16,628,326"
Dalex,"11,540,292","-12,448",355,"18,038,673"
Ciara,"11,533,390","-20,640",639,"13,545,452"
Rekha Bhardwaj,"11,498,546","-7,335",841,"11,505,881"
bôa,"11,484,989","-34,771",910,"11,519,760"
Jorja Smith,"11,474,991",734,469,"16,402,144"
Richy Mitch & The Coal Miners,"11,473,914","-38,158",218,"25,801,578"
Adrian Khalif,"11,470,172","123,569",949,"11,470,172"
Ray Charles,"11,469,933","-2,201",849,"11,480,750"
Cup of Joe,"11,454,697","3,535",904,"11,642,079"
Talking Heads,"11,450,585","255,960",760,"12,088,005"
Dhanush,"11,446,470","-18,200",938,"11,519,810"
El Bogueto,"11,434,710","74,516",954,"11,434,710"
The Clash,"11,422,392","3,924",507,"16,396,253"
Chicago,"11,419,813","-1,870",790,"12,357,854"
Sufjan Stevens,"11,414,193","3,164",841,"11,527,467"
Ankit Tiwari,"11,398,911","-11,212",529,"15,591,657"
Cher,"11,387,435","-16,448",217,"25,664,744"
Avenged Sevenfold,"11,386,528","3,909",715,"12,268,247"
Santa Fe Klan,"11,381,372","-24,258",576,"12,886,402"
Jere Klein,"11,379,207","6,910",601,"13,082,461"
Pol Granch,"11,369,073","128,072",937,"11,369,073"
Russ,"11,356,427","-58,098",365,"17,041,050"
Patrick Watson,"11,339,012","7,243",666,"13,136,966"
Eyedress,"11,326,666","-8,309",399,"18,287,094"
Cristian Castro,"11,318,257","74,176",967,"11,318,257"
Malachiii,"11,288,126","-46,874",262,"23,766,421"
Eddy Lover,"11,283,845","25,889",746,"13,283,970"
John Summit,"11,276,973",149,841,"11,928,050"
Soda Stereo,"11,267,455","4,930",654,"12,924,399"
Chief Keef,"11,266,455","20,769",436,"15,873,183"
Spice Girls,"11,262,830","11,892",591,"13,114,444"
"Héctor ""El Father""","11,254,419","67,742",974,"11,254,419"
Prince,"11,233,389","1,296",630,"12,369,141"
Zoé,"11,215,332","7,336",973,"11,215,332"
Tyler Childers,"11,203,977","-45,247",610,"13,302,962"
Of Monsters and Men,"11,195,537","6,581",958,"11,195,537"
$uicideboy$,"11,174,248","-20,930",603,"12,765,583"
YUNGBLUD,"11,144,840","-14,090",922,"11,642,023"
The Doors,"11,140,506","3,063",576,"14,836,797"
Juicy Luicy,"11,137,132","1,032",741,"12,110,384"
Franz Ferdinand,"11,110,146","-6,626",967,"11,148,596"
Sublime,"11,096,411","-13,309",715,"12,986,519"
Gigi D'Agostino,"11,090,163","-5,448",509,"16,063,549"
Tenxi,"11,086,507","1,694",919,"11,474,822"
Fourtwnty,"11,075,139","-44,295",408,"19,156,171"
Haricharan,"11,075,125","-10,949",836,"11,307,565"
Ely Oaks,"11,073,203","-43,079",687,"13,861,795"
Aretha Franklin,"11,070,189","96,166",475,"17,009,365"
Mc Don Juan,"11,069,873","37,733",421,"17,278,848"
John Martin,"11,055,785","35,173",668,"11,535,835"
LUDMILLA,"11,049,808","-18,097",327,"19,760,775"
Stray Kids,"11,045,333","-6,662",682,"13,521,875"
Anand Raj Anand,"11,028,557","44,525",966,"11,028,557"
Jemsii,"11,021,621","3,330",926,"11,423,692"
DJ Japa NK,"11,003,609","156,622",997,"11,003,609"
Jasiel Nuñez,"10,992,126","30,506",713,"12,779,992"
Lauana Prado,"10,991,755","10,831",760,"11,452,065"
Naresh Iyer,"10,983,286","-25,945",972,"11,149,875"
Miranda!,"10,979,540","-38,389",708,"12,129,251"
Micro TDH,"10,944,692","-31,071",732,"11,447,644"
The Mamas & The Papas,"10,908,219","-38,483",622,"13,830,643"
Juan Magán,"10,892,836","11,191",977,"11,141,977"
BIN,"10,882,520","-30,075",855,"12,208,370"
Oruam,"10,872,610","3,160",613,"13,892,210"
Stryv,"10,867,600","-48,298",266,"23,709,586"
Shashaa Tirupati,"10,864,764","22,208",797,"11,661,032"
D-Block Europe,"10,855,169","11,780",227,"23,915,073"
Ana Gabriel,"10,847,386","20,751",911,"10,847,386"
Niall Horan,"10,844,453","-6,526",129,"27,578,996"
Jason Aldean,"10,837,329","-36,082",698,"12,266,816"
Banda El Recodo,"10,829,704","5,477",1013,"10,829,704"
Axwell,"10,819,966","-47,083",860,"12,173,815"
Moneybagg Yo,"10,818,119","14,098",543,"13,691,597"
Lunay,"10,814,670","-25,239",456,"15,718,665"
Jmilton,"10,809,218","-25,207",951,"11,206,427"
The Beach Boys,"10,794,443","-13,202",161,"31,364,150"
The Outfield,"10,791,988",463,406,"18,751,264"
ILLENIUM,"10,787,837","-29,308",570,"12,528,350"
Wheatus,"10,779,182","17,885",1021,"10,779,182"
ILLIT,"10,778,916","-10,232",420,"17,757,605"
Rudimental,"10,775,862","-41,581",439,"17,290,320"
Zac Efron,"10,773,440","2,032",810,"11,351,188"
Jasmine Sandlas,"10,760,838","111,936",1025,"10,760,838"
Omar Camacho,"10,745,935","15,087",1026,"10,745,935"
Neil Young,"10,744,673","-10,570",937,"11,258,322"
X Ambassadors,"10,743,458","-7,548",398,"14,934,403"
Varun Jain,"10,733,287","5,068",535,"15,576,269"
Dj Caio Vieira,"10,729,891","19,165",972,"10,936,727"
MK,"10,729,270","-85,232",726,"13,599,192"
James Hype,"10,726,620","-2,531",460,"13,541,656"
MNEK,"10,717,435","-27,852",451,"13,903,326"
Mc Staff,"10,716,205","-32,529",551,"16,799,010"
oskar med k,"10,708,607","-4,314",1025,"10,745,071"
Rvfv,"10,689,153","-8,471",647,"13,668,758"
Shweta Mohan,"10,680,290","-16,169",820,"11,531,406"
Repsaj,"10,674,593","-81,874",785,"12,849,362"
Vijay Prakash,"10,663,894","3,833",1039,"10,663,894"
Lloyd,"10,648,372","52,242",997,"10,648,372"
Alice In Chains,"10,621,746","6,287",990,"10,621,746"
Isabel LaRosa,"10,619,968","-3,830",323,"21,221,325"
Lizzo,"10,616,445","-54,699",105,"30,100,497"
Silent Addy,"10,594,778","-72,940",295,"23,310,426"
Blur,"10,593,905","-22,393",556,"12,999,306"
Jay Sean,"10,577,603","28,998",959,"10,577,603"
Mc Jacaré,"10,576,889","223,955",1047,"10,576,889"
Sai Abhyankkar,"10,572,706","69,460",1048,"10,572,706"
DENNIS,"10,550,744","-3,953",432,"17,466,515"
aespa,"10,545,464","-53,776",619,"13,739,202"
Seeb,"10,539,836","17,639",603,"13,308,958"
Tammi Terrell,"10,516,880","2,027",445,"16,282,284"
Pixies,"10,513,523",-567,778,"10,514,090"
Coi Leray,"10,491,394","11,326",72,"38,479,080"
JC Reyes,"10,491,185","-8,270",921,"11,430,586"
Tina Turner,"10,481,375",969,308,"19,164,105"
Jeff Buckley,"10,479,219","12,200",995,"10,763,353"
Mc IG,"10,468,616","7,294",640,"12,825,821"
Carla Morrison,"10,461,552","1,975",565,"11,635,580"
Audioslave,"10,457,396","-23,070",736,"12,539,107"
Miguel Bosé,"10,436,390","62,918",653,"11,632,240"
Novo Amor,"10,427,247","22,380",951,"10,427,247"
SAIKO,"10,423,045","-10,950",418,"16,442,141"
DNCE,"10,411,200","-31,026",591,"12,178,319"
Luck Ra,"10,407,045","-47,305",571,"14,861,035"
Van Morrison,"10,400,894","-3,984",333,"21,361,390"
Nadin Amizah,"10,399,421",343,848,"10,883,248"
ZZ Top,"10,393,862","4,015",644,"12,484,048"
Birdy,"10,366,342","-18,297",662,"11,832,939"
Stevie Nicks,"10,363,841","-37,528",1033,"10,646,401"
Lykke Li,"10,357,058","6,167",720,"13,206,738"
Laxmikant–Pyarelal,"10,351,312","7,290",1072,"10,351,312"
Sin Bandera,"10,347,566","57,326",826,"11,035,041"
Wale,"10,337,177","75,791",736,"13,109,977"
Ha*Ash,"10,332,905","33,970",918,"10,568,188"
Sublahshini,"10,332,254","-32,789",1059,"10,410,621"
Ram Sampath,"10,327,311","-14,875",472,"16,606,741"
MC Kevin o Chris,"10,325,366","-5,460",317,"19,054,899"
Cults,"10,324,908","7,615",463,"16,570,191"
Suki Waterhouse,"10,312,890","-24,346",915,"11,015,081"
Nio Garcia,"10,312,699","-2,217",484,"13,791,945"
M.I.A.,"10,308,012","-6,296",799,"11,840,863"
YG,"10,306,196","-20,325",530,"12,471,725"
Becky Hill,"10,305,549","-13,239",257,"20,058,164"
Nakash Aziz,"10,298,715","-20,031",819,"11,643,142"
Cardenales De Nuevo León,"10,290,158","-29,536",938,"10,788,169"
Talwiinder,"10,274,679","49,327",1087,"10,274,679"
LMFAO,"10,272,130","-9,144",885,"11,864,566"
Rascal Flatts,"10,264,771","-25,929",822,"11,374,626"
Capital Cities,"10,242,647","-155,263",518,"15,735,026"
JACKBOYS,"10,236,435","-43,064",391,"20,357,710"
King Von,"10,234,305","-7,295",817,"11,459,632"
Kenshi Yonezu,"10,226,575","44,922",1024,"10,226,575"
MC GP,"10,219,408","95,555",792,"11,123,412"
Kevin Gates,"10,209,806","-25,989",1058,"10,451,599"
Cafuné,"10,208,016","-10,262",1019,"10,708,451"
Lainey Wilson,"10,206,002","-7,317",653,"13,541,651"
A$AP Ferg,"10,187,835","-23,316",585,"12,719,676"
Tom Petty,"10,178,192","-24,078",680,"12,508,401"
Sebastian Ingrosso,"10,161,265","-41,012",779,"12,991,579"
Heart,"10,157,716",885,717,"10,760,608"
Zerb,"10,155,495","-23,792",369,"18,649,657"
Maren Morris,"10,153,906","-15,957",432,"14,821,271"
Willie Colón,"10,141,523","4,120",898,"11,231,664"
Luan Pereira,"10,139,189","-16,736",488,"16,440,555"
Flume,"10,130,321","-32,332",571,"13,480,342"
Santhosh Narayanan,"10,111,811",20,943,"10,384,118"
Pierce The Veil,"10,107,790","-16,597",977,"10,908,499"
Matheus Fernandes,"10,105,400","-38,238",678,"12,407,534"
Iyaz,"10,102,059","78,952",676,"13,222,752"
Romy,"10,093,763","-12,194",584,"14,694,431"
Blood Orange,"10,079,499","-37,162",918,"11,643,197"
Nusrat Fateh Ali Khan,"10,064,171","-11,602",974,"10,498,781"
Sohail Sen,"10,056,131","-21,271",973,"10,727,435"
C. Tangana,"10,050,981","-15,836",700,"12,666,271"
Will Smith,"10,047,999","22,761",819,"12,070,095"
Belanova,"10,046,844","2,421",787,"10,758,457"
The Doobie Brothers,"10,045,430","-3,775",616,"15,271,641"
DMX,"10,021,844","-1,422",615,"10,919,370"
Ñejo,"10,010,322","49,382",634,"12,006,529"
Damiano David,"10,009,626","-62,418",737,"13,109,014"
Dasha,"10,009,385","-71,839",221,"27,379,872"
Jon Pardi,"10,008,759","-27,741",849,"11,708,795"
Kenny Rogers,"10,006,020","-13,353",842,"10,851,496"
H.E.R.,"10,002,570","-18,414",516,"13,009,255"
Sam Barber,"10,002,500","-23,609",821,"12,141,359"
Xand Avião,"9,981,052","86,762",799,"9,981,052"
RÜFÜS DU SOL,"9,977,548","-17,830",963,"11,148,589"
L.V.,"9,976,248","669,526",1129,"9,976,248"
Aya Nakamura,"9,967,441",-414,734,"10,985,127"
WALK THE MOON,"9,955,488","-95,273",410,"18,076,284"
"Tito ""El Bambino""","9,944,354","4,646",930,"10,213,056"
Simply Red,"9,944,199","-27,952",1106,"10,157,244"
Ludovico Einaudi,"9,940,241","11,160",919,"10,189,884"
Payal Dev,"9,938,173","47,790",559,"13,540,518"
The Hollies,"9,937,461","-14,527",1023,"10,518,252"
YNW Melly,"9,935,606",290,619,"12,098,740"
Redbone,"9,933,999","-34,254",647,"13,735,798"
Mötley Crüe,"9,921,709","-18,968",917,"11,595,805"
Arko,"9,920,289","-14,688",807,"12,369,620"
Malcolm Todd,"9,915,088","36,488",916,"10,964,115"
Timmy Trumpet,"9,908,207","-13,115",648,"12,643,509"
Dove Cameron,"9,889,241","-33,973",367,"15,363,797"
DJ Nelson,"9,881,186","19,653",453,"16,878,140"
Kansas,"9,875,161","23,404",646,"13,264,985"
ΣP,"9,864,443","-28,053",647,"14,706,732"
Key Glock,"9,856,655","-27,831",444,"16,394,056"
Yung Beef,"9,852,487","74,597",1148,"9,852,487"
Yeah Yeah Yeahs,"9,850,061","8,916",816,"11,556,510"
Rage Against The Machine,"9,842,235","-33,209",737,"11,240,772"
Ian Asher,"9,839,148","30,796",1151,"9,839,148"
Panda,"9,834,682","25,150",1152,"9,834,682"
Brooks & Dunn,"9,831,577","-59,483",748,"13,307,952"
Zac Brown Band,"9,824,151","-7,990",654,"14,219,241"
Ferrugem,"9,820,464","-12,591",920,"10,934,806"
INNA,"9,818,399",201,646,"13,405,922"
Gustavo Mioto,"9,817,464","-37,238",616,"12,902,041"
Kool & The Gang,"9,811,660","-12,457",875,"11,228,270"
Dermot Kennedy,"9,807,880","-5,623",405,"14,690,713"
Manuel Medrano,"9,804,177","-11,038",1044,"10,410,819"
Intocable,"9,798,133","-74,627",1139,"9,923,746"
Feby Putri,"9,793,070","29,347",911,"11,349,254"
Thundercat,"9,790,490","-23,357",447,"14,506,297"
Wesley Safadão,"9,784,079","4,364",630,"12,636,327"
MC LUUKY,"9,777,236","-20,523",739,"12,764,479"
bbyclose,"9,776,229","24,440",884,"11,671,300"
Cody Johnson,"9,774,440","16,470",937,"10,274,474"
Eros Ramazzotti,"9,769,677","33,022",977,"9,828,474"
Veigh,"9,765,345","19,351",794,"10,661,265"
Katteyes,"9,761,718","24,316",1135,"9,790,473"
ENHYPEN,"9,761,306","-8,798",861,"10,254,021"
Omah Lay,"9,761,241","-39,921",767,"11,974,309"
Etta James,"9,760,783","-2,024",708,"11,990,433"
Ella Henderson,"9,749,864","-33,291",364,"17,142,204"
Nina Simone,"9,747,419","20,720",990,"9,752,031"
Imanbek,"9,737,142","-9,569",280,"18,669,813"
Elevation Worship,"9,733,458",-381,1145,"9,800,432"
Filipe Ret,"9,731,204","19,449",973,"9,751,661"
Luke Bryan,"9,711,274","-29,418",601,"13,017,794"
Incubus,"9,702,030","35,670",944,"10,191,505"
Nas,"9,697,900","11,200",547,"13,392,042"
MC PH,"9,689,860","-4,049",542,"14,958,523"
Pawan Singh,"9,688,976","88,587",746,"12,240,308"
All Time Low,"9,671,063",91,1081,"9,932,255"
Mika Singh,"9,661,425","40,138",958,"10,371,323"
Nate Ruess,"9,656,874","-164,877",573,"14,920,728"
Shiraz Uppal,"9,650,823","6,182",1158,"9,678,652"
Turma do Pagode,"9,649,094","8,274",1186,"9,649,094"
R. City,"9,631,463","111,771",1174,"9,631,463"
Cartel De Santa,"9,626,741","11,964",376,"15,547,760"
Jombriel,"9,626,482","-44,567",395,"19,174,216"
