Artist,Listeners,Daily Trend,Peak,PkListeners
The Mamas & The Papas,"12,525,557","21,772",622,"13,830,643"
W&W;,"12,510,541","-38,819",440,"17,304,881"
Matheus & Kauan,"12,490,227",-143,595,"13,447,514"
Dimitri Vegas,"12,486,672","-4,351",446,"17,182,026"
Rag'n'Bone Man,"12,485,685","-28,642",475,"16,109,002"
M83,"12,469,027","-172,380",592,"13,396,168"
Phoebe Bridgers,"12,442,992","16,685",739,"12,442,992"
Camila,"12,437,100","-29,514",508,"15,900,239"
Ke Personajes,"12,427,871","38,663",595,"13,811,908"
Jasiel Nuñez,"12,420,569","47,009",734,"12,420,569"
Odetari,"12,413,598","5,563",611,"14,062,107"
Sting,"12,402,976","72,801",551,"13,399,492"
Rex Orange County,"12,401,540","-13,626",336,"16,098,724"
La Arrolladora Banda El Limón De Rene Camacho,"12,389,512","9,309",740,"12,389,512"
Rae Sremmurd,"12,333,527","-1,505",412,"15,144,345"
Men At Work,"12,330,361","9,280",620,"13,582,552"
Jack Johnson,"12,326,285","188,407",518,"15,485,519"
Blondie,"12,309,595","-214,636",552,"13,208,088"
Bonnie Tyler,"12,291,872","-393,889",611,"13,559,948"
Soulja Boy,"12,280,051","-31,993",662,"12,314,997"
Beach Weather,"12,255,136","15,997",597,"13,538,779"
Lukas Graham,"12,254,838","-14,829",407,"18,243,782"
Leon Bridges,"12,242,015","139,492",597,"13,761,494"
NAV,"12,240,213","-42,741",203,"24,009,796"
Zendaya,"12,225,381","-42,342",496,"15,183,083"
Silk Sonic,"12,205,098","-38,794",373,"15,167,191"
DJ Glenner,"12,200,037","19,102",759,"12,200,037"
3 Doors Down,"12,192,971","-28,431",644,"12,718,245"
Perry Como,"12,191,362","560,919",129,"32,971,828"
Kumar Sanu,"12,187,276","-13,678",701,"12,338,410"
Eden Muñoz,"12,174,723","3,913",367,"17,438,441"
Jaideep Sahni,"12,160,942","18,723",741,"12,274,103"
Gym Class Heroes,"12,159,158","-285,026",441,"16,413,777"
Kate Bush,"12,139,669","-395,032",424,"14,101,915"
Patrick Watson,"12,132,757","20,182",666,"13,136,966"
Fergie,"12,132,245","-12,931",562,"13,272,678"
Michael Marcagi,"12,101,471","-50,491",307,"21,166,338"
Maiara & Maraisa,"12,095,717","-11,943",622,"12,136,537"
Palak Muchhal,"12,093,119","-6,858",733,"12,349,023"
Ajay-Atul,"12,088,316","-3,579",597,"12,421,148"
Karthik,"12,054,312","-3,486",759,"12,135,113"
Grupo Menos É Mais,"12,052,774","27,290",762,"12,052,774"
Eric Clapton,"12,052,087","8,145",550,"12,876,177"
Jordan Adetunji,"12,051,116","-110,716",428,"18,177,028"
Jimin,"12,023,389","-30,441",374,"17,889,425"
Marco Antonio Solís,"12,015,876","-88,600",688,"12,211,965"
Calibre 50,"12,009,761","36,222",488,"12,843,859"
The Smashing Pumpkins,"11,988,701","-26,527",659,"12,280,980"
Melanie Martinez,"11,988,210","-84,306",257,"20,251,491"
New West,"11,984,838","-2,001",421,"15,372,580"
Sid Sriram,"11,979,772","-34,552",596,"12,482,616"
The Pussycat Dolls,"11,949,469","-12,746",619,"12,415,359"
Luan Pereira,"11,947,136","19,538",488,"16,440,555"
Billy Idol,"11,936,828","-75,289",628,"12,145,393"
Rammstein,"11,936,317","-2,505",636,"12,831,661"
Spice Girls,"11,934,025","-67,505",591,"13,114,444"
Johnny Cash,"11,925,895","41,280",592,"13,497,909"
Los Tigres Del Norte,"11,905,162","7,521",728,"12,160,484"
MC PH,"11,901,967","-10,152",542,"14,958,523"
ILLIT,"11,899,129","1,888",420,"17,757,605"
Los Tucanes De Tijuana,"11,892,567","44,385",484,"14,566,004"
Ciara,"11,884,957","4,315",639,"12,431,393"
Jorja Smith,"11,872,067","2,005",469,"16,402,144"
Harris Jayaraj,"11,867,405","-8,493",776,"11,911,062"
Sadhana Sargam,"11,852,414",374,742,"11,911,210"
James Bay,"11,851,691","-7,706",571,"12,803,948"
Rod Stewart,"11,850,012","89,665",521,"15,047,871"
Thomas Rhett,"11,849,910","104,042",666,"11,849,910"
Rick Ross,"11,809,472","-15,127",514,"15,272,290"
Jax Jones,"11,796,005","-32,662",354,"17,202,952"
Mc Don Juan,"11,789,092","13,976",421,"17,278,848"
Ángela Aguilar,"11,746,339","-2,551",619,"13,090,032"
Wizkid,"11,737,381","63,374",523,"13,758,308"
The Game,"11,734,689","-30,275",508,"13,935,195"
Juicy Luicy,"11,712,086","24,497",741,"12,110,384"
Key Glock,"11,702,756","-17,863",444,"16,394,056"
Chance Peña,"11,701,456","-67,516",564,"14,147,981"
WILLOW,"11,699,867","-19,754",360,"15,561,760"
No Doubt,"11,687,839","-26,668",688,"12,498,646"
Pentatonix,"11,684,535","450,563",140,"31,801,070"
Busta Rhymes,"11,680,818","-12,088",599,"13,099,883"
Moneybagg Yo,"11,672,014","-12,498",543,"13,691,597"
Kany García,"11,665,300","25,930",600,"13,949,342"
cassö,"11,653,204","-73,774",265,"21,787,952"
Zion,"11,594,194","-19,734",650,"13,259,878"
John Denver,"11,578,111","223,836",600,"13,363,125"
Stray Kids,"11,572,482","179,581",728,"12,101,600"
Tego Calderón,"11,571,624","-15,501",746,"12,169,352"
Leona Lewis,"11,565,719","250,799",295,"21,982,580"
Deftones,"11,560,637","-18,594",744,"12,143,813"
Ariis,"11,537,619","62,830",821,"11,537,619"
Luan Santana,"11,502,769","13,537",479,"15,797,554"
Shweta Mohan,"11,501,462","-11,744",820,"11,513,206"
A$AP Ferg,"11,468,527","-64,042",585,"12,719,676"
Jowell & Randy,"11,462,339","-52,844",516,"13,905,356"
Aitana,"11,457,252","109,268",411,"15,094,220"
Mahalini,"11,450,044","-31,892",708,"12,445,107"
R. D. Burman,"11,421,304","17,859",820,"11,479,561"
NIKI,"11,404,167","9,811",581,"13,264,614"
Mc Livinho,"11,403,292","26,713",762,"11,403,292"
Brytiago,"11,394,490","5,354",556,"13,359,249"
Joel Corry,"11,389,276","-25,974",301,"18,601,830"
SAIKO,"11,378,057","-30,669",418,"16,442,141"
Mario,"11,354,260","44,139",819,"11,406,649"
Mon Laferte,"11,352,657","-10,254",769,"11,647,980"
Neeraj Shridhar,"11,352,278","-24,321",822,"11,465,019"
Ben E. King,"11,311,328","-52,853",538,"13,965,870"
Olly Alexander (Years & Years),"11,294,532","17,990",840,"11,294,532"
Rudimental,"11,282,507","-80,038",439,"17,290,320"
Haricharan,"11,281,068","-7,539",836,"11,296,070"
The Cardigans,"11,274,935","-15,266",742,"12,158,038"
Murilo Huff,"11,268,990","4,635",623,"13,512,150"
Aretha Franklin,"11,212,457","150,076",475,"17,009,365"
Mc Daniel,"11,198,656","-2,710",615,"13,555,851"
Starship,"11,197,892","92,791",847,"11,197,892"
Mazzy Star,"11,167,891","-23,768",847,"11,202,584"
Arash,"11,163,781","-1,400",839,"11,224,955"
Ace of Base,"11,140,842","-53,366",815,"11,577,330"
Ella Fitzgerald,"11,140,672","423,485",191,"27,945,528"
Kansas,"11,126,788","16,703",646,"13,264,985"
Korn,"11,111,129","-15,162",683,"12,292,792"
Blur,"11,111,000","-16,669",556,"12,999,306"
YG,"11,107,392","-26,790",530,"12,471,725"
Normani,"11,104,097","19,082",521,"13,231,383"
Nikhita Gandhi,"11,084,183","9,696",485,"14,908,425"
Bailey Zimmerman,"11,069,613","55,501",739,"11,564,754"
Selena Gomez & The Scene,"11,059,997","-2,111",525,"13,559,306"
Creed,"11,055,872","16,618",860,"11,055,872"
Maren Morris,"11,049,401","-12,487",432,"14,821,271"
Juan Luis Guerra 4.40,"11,035,633","5,117",700,"11,707,765"
Van Halen,"11,034,652","-111,787",485,"14,349,969"
Crowded House,"11,033,982","-48,687",681,"13,009,112"
Marília Mendonça,"11,027,519","2,935",398,"14,932,890"
$uicideboy$,"11,026,885","-20,829",603,"12,765,583"
Etta James,"11,025,026","68,514",708,"11,957,967"
Pawan Singh,"11,022,626","-125,132",746,"12,240,308"
L7NNON,"11,004,905","12,966",583,"12,086,026"
Regard,"11,003,220","-46,073",594,"12,725,630"
PEDRO SAMPAIO,"11,001,176","28,513",649,"12,430,384"
Zé Neto & Cristiano,"10,998,114","4,299",584,"13,788,491"
Belinda,"10,990,314","-71,187",585,"14,320,082"
Haze,"10,985,308","-106,781",644,"13,425,088"
Lasso,"10,966,120","37,331",750,"10,966,120"
MC LUUKY,"10,956,066","105,010",876,"10,956,066"
Modern Talking,"10,946,227","-88,844",651,"13,539,206"
Dhvani Bhanushali,"10,942,177","-53,281",643,"11,726,344"
Bad Gyal,"10,930,748","8,354",405,"16,628,326"
Yeah Yeah Yeahs,"10,925,339","-401,710",816,"11,556,510"
Vacations,"10,915,767","40,807",808,"10,997,573"
Natalia Lafourcade,"10,905,153","-33,569",685,"12,900,184"
Wisin,"10,892,322","-25,010",405,"15,614,069"
Avenged Sevenfold,"10,891,219","25,223",715,"12,268,247"
YNW Melly,"10,887,832","59,404",619,"12,098,740"
Jungle,"10,866,932","-21,761",544,"14,773,883"
Tyler Childers,"10,864,925","38,514",610,"13,302,962"
Micro TDH,"10,858,303","-35,394",732,"11,447,644"
Big One,"10,840,442","-28,179",398,"16,419,449"
OMI,"10,840,008","-33,505",669,"13,042,332"
Abhijeet,"10,834,457","6,896",877,"10,953,602"
Galantis,"10,834,259","-19,068",338,"18,896,883"
Lyodra,"10,826,373","34,608",839,"11,248,214"
Mc IG,"10,826,276","18,247",640,"12,825,821"
Tones And I,"10,821,318","-18,130",416,"15,010,580"
Marc Anthony,"10,808,205",-863,419,"14,118,563"
Nicky Youre,"10,795,063","-101,520",362,"16,422,807"
Ray Charles,"10,792,985","38,858",849,"11,195,360"
ERNEST,"10,790,849","15,502",618,"14,052,464"
Thaman S,"10,787,890","1,707",663,"10,944,758"
Rita Ora,"10,786,187","-63,424",350,"15,748,850"
H.E.R.,"10,777,048","4,772",503,"13,009,255"
The Temptations,"10,766,963","38,314",631,"13,625,814"
Mc Delux,"10,766,948","-10,479",862,"10,901,851"
Gera MX,"10,748,147","37,209",706,"11,401,409"
La Adictiva,"10,745,528","29,192",647,"11,844,888"
Soda Stereo,"10,739,496","36,929",654,"12,924,399"
Mahalakshmi Iyer,"10,730,942","12,287",895,"10,776,888"
Lunay,"10,720,521","-11,643",456,"15,718,665"
Lizzy McAlpine,"10,705,133","-2,447",293,"18,459,665"
Bakar,"10,701,803","30,051",461,"16,733,660"
Timmy Trumpet,"10,694,695","-15,209",648,"11,977,506"
Tulus,"10,693,106","14,401",858,"10,693,106"
Madhubanti Bagchi,"10,673,736","-84,001",703,"12,534,784"
will.i.am,"10,658,293","-157,568",566,"12,835,275"
Haddaway,"10,652,743","-10,349",843,"11,327,157"
070 Shake,"10,650,738","33,237",101,"30,903,161"
Rvfv,"10,645,356","-35,388",670,"12,918,944"
DJ TOPO,"10,643,711","9,499",721,"12,220,776"
NATTAN,"10,635,958","22,296",713,"12,559,787"
Dhruv,"10,635,768","-93,134",704,"12,466,780"
Edgardo Nuñez,"10,620,945","5,314",431,"16,906,197"
ZZ Top,"10,592,682","-7,708",644,"12,205,493"
Lionel Richie,"10,585,986","-7,255",641,"11,623,824"
Dynoro,"10,585,338","-7,294",835,"11,481,797"
keshi,"10,581,079","-2,447",504,"13,668,403"
Jimmy Eat World,"10,575,745","-43,264",679,"12,294,605"
Hoobastank,"10,570,499","-15,587",821,"10,625,295"
Flume,"10,546,586","3,555",571,"13,480,342"
Fifth Harmony,"10,542,415","-104,097",675,"12,514,217"
Snow Patrol,"10,539,870","-7,911",783,"11,243,907"
LOUKI,"10,537,578","-51,590",643,"13,532,847"
Lizzo,"10,530,519","9,789",105,"30,100,497"
Kenia OS,"10,529,642","-16,932",634,"13,784,879"
6ix9ine,"10,523,056","3,352",584,"12,167,814"
Santigold,"10,520,085","-435,382",816,"11,592,317"
Blake Shelton,"10,518,180","36,696",329,"21,028,245"
Bomba Estéreo,"10,501,834","-51,629",290,"18,055,394"
Indila,"10,501,016","-6,518",813,"11,185,834"
Sin Bandera,"10,475,164","64,051",826,"10,835,403"
Bellakath,"10,463,091","-106,662",574,"13,805,188"
Thundercat,"10,458,634","-50,235",447,"14,506,297"
Brooks & Dunn,"10,446,273","117,592",900,"10,446,273"
José José,"10,438,715","-9,680",769,"11,875,861"
Sum 41,"10,434,740","-33,263",788,"11,437,182"
dazy,"10,429,476","-96,077",426,"14,690,270"
Nakash Aziz,"10,415,629","-33,063",927,"10,572,580"
Father John Misty,"10,415,028","107,942",574,"13,624,258"
Seeb,"10,414,882","-31,063",603,"13,308,958"
Ikky,"10,408,271","-26,929",880,"10,572,303"
Rage Against The Machine,"10,404,288","-3,471",737,"11,081,757"
Jessie Murph,"10,404,110","20,017",707,"12,832,690"
Seafret,"10,402,329","3,901",480,"12,965,413"
The Doobie Brothers,"10,401,055","189,832",706,"12,568,883"
WIU,"10,396,940","3,537",701,"11,201,412"
Lilly Wood and The Prick,"10,395,421","112,487",956,"10,395,421"
Kavita Krishnamurthy,"10,391,018","6,205",862,"10,519,007"
Cosculluela,"10,384,497","-48,805",589,"13,488,513"
Nanpa Básico,"10,380,020","-22,155",788,"11,730,288"
CamrinWatsin,"10,379,749","17,097",957,"10,379,749"
Hugo & Guilherme,"10,374,046",-49,706,"12,037,109"
Asha Bhosle,"10,371,886","4,098",884,"10,513,417"
T.I.,"10,326,916","11,732",587,"11,247,008"
Ashe,"10,295,923","-69,582",516,"14,091,983"
Kungs,"10,257,924","-60,532",401,"16,546,336"
Chezile,"10,251,211","200,276",966,"10,251,211"
Seu Jorge,"10,250,879",391,553,"14,779,841"
Hanumankind,"10,249,164","-38,852",244,"24,453,289"
Mustard,"10,248,423","5,397",477,"16,679,943"
Lewis Somes,"10,236,218","99,988",660,"13,277,154"
Duran Duran,"10,235,932","-283,721",830,"11,106,815"
Prince,"10,235,709","-42,994",630,"12,369,141"
Varun Jain,"10,232,278","-31,528",817,"11,107,190"
Alvaro Diaz,"10,229,480","-7,412",487,"16,168,880"
MC Marks,"10,209,137","48,898",975,"10,209,137"
BL3SS,"10,195,324","-7,447",971,"10,258,483"
LANY,"10,184,848","7,133",768,"10,251,808"
bbyclose,"10,183,725","-3,404",974,"10,243,773"
Gustavo Mioto,"10,181,545","-24,252",616,"12,902,041"
Rekha Bhardwaj,"10,177,747","1,288",932,"10,385,109"
Clams Casino,"10,164,879","-24,055",969,"10,256,674"
Purple Disco Machine,"10,163,738","-61,133",451,"14,934,992"
Carrie Underwood,"10,141,138","22,168",663,"11,788,929"
Sophie Ellis-Bextor,"10,139,649","-82,443",226,"23,967,750"
The Temper Trap,"10,137,994","20,482",884,"10,870,961"
Pixies,"10,133,742","3,702",778,"10,439,571"
The Fontane Sisters,"10,133,128","522,618",192,"27,932,502"
Ana Gabriel,"10,127,423","-12,472",911,"10,508,537"
DNCE,"10,122,320","-24,310",591,"12,178,319"
Shashaa Tirupati,"10,106,174","28,428",797,"10,276,530"
Alex G,"10,095,140","-29,701",978,"10,156,874"
Payal Dev,"10,094,582","-123,847",559,"13,540,518"
Cardenales De Nuevo León,"10,070,490","-19,354",983,"10,158,356"
Los Dareyes De La Sierra,"10,066,871","1,889",542,"13,881,841"
MC Cebezinho,"10,061,965","12,551",967,"10,091,698"
Tina Turner,"10,058,951","-9,848",308,"19,164,105"
Stormzy,"10,038,658","-30,923",690,"12,387,299"
Santa Fe Klan,"10,036,601","-2,445",576,"12,886,402"
Nio Garcia,"10,024,999","-39,756",484,"13,791,945"
Felipe Amorim,"10,021,860","6,367",628,"12,110,443"
Santhosh Narayanan,"10,021,540","-26,588",943,"10,384,118"
Oliver Tree,"10,012,470","-32,773",85,"33,995,315"
Simone Mendes,"10,010,637","-11,891",535,"14,861,604"
Juan Gabriel,"10,003,192","8,382",777,"11,167,757"
DENNIS,"9,993,931","-40,287",432,"17,466,515"
Chicago,"9,988,945","22,101",790,"11,621,396"
Matt Sassari,"9,985,098","-82,137",722,"12,242,661"
Counting Crows,"9,980,080","-5,124",734,"11,147,837"
Tiara Andini,"9,978,478","-1,215",866,"10,800,747"
Diddy,"9,969,273","-33,411",398,"16,823,499"
Owl City,"9,952,835","-27,356",753,"10,725,335"
DMX,"9,942,955","-6,253",615,"10,919,370"
Ferrugem,"9,924,231","9,742",956,"9,924,231"
HUMBE,"9,923,099","-31,908",787,"11,828,118"
Mumford & Sons,"9,915,069","-12,876",629,"12,578,885"
Redbone,"9,910,950","-147,672",647,"13,735,798"
Last Child,"9,910,205",-217,1016,"9,910,422"
Keyshia Cole,"9,883,636","21,988",793,"11,212,896"
Altamash Faridi,"9,855,659","5,545",530,"13,542,217"
Norah Jones,"9,854,976","86,076",671,"12,432,073"
Mika Singh,"9,854,162","-41,870",998,"10,042,611"
BABYMONSTER,"9,853,883","80,126",953,"10,072,324"
Raghav Chaitanya,"9,852,688","8,063",774,"11,232,313"
Love Funk,"9,843,393","5,853",1023,"9,843,393"
LXNGVX,"9,833,247","-40,436",794,"11,384,322"
Kishore Kumar,"9,807,751","-5,009",1008,"9,995,998"
Adolescent's Orquesta,"9,784,557","16,384",1027,"9,784,557"
Gulzar,"9,770,152","-31,364",1020,"9,864,749"
Luísa Sonza,"9,756,286","-34,583",456,"15,224,327"
Shafqat Amanat Ali,"9,756,087","19,788",1030,"9,756,087"
Mari Fernandez,"9,753,261","30,651",515,"14,086,116"
Dhanush,"9,722,282","-22,134",1021,"9,866,845"
Andy Grammer,"9,720,441","-28,902",733,"10,141,505"
Thalia,"9,718,441","7,474",699,"9,975,578"
Kalmi,"9,710,387","-77,811",468,"16,934,279"
Aditya Rikhari,"9,684,840","102,326",1036,"9,684,840"
Sublime,"9,682,862","32,789",715,"12,352,613"
Suki Waterhouse,"9,680,653","-11,222",915,"10,518,504"
Matheus Fernandes,"9,669,512","14,409",678,"12,407,534"
Monali Thakur,"9,668,702","15,274",948,"10,320,185"
Dilsinho,"9,652,229","-20,750",762,"11,575,175"
Yuridia,"9,646,099",-142,569,"11,987,029"
Intense,"9,643,737","-34,281",1018,"9,870,097"
Sleepy Hallow,"9,630,634","11,296",717,"11,449,893"
The Verve,"9,627,672","-16,392",919,"10,558,995"
Lainey Wilson,"9,626,813","31,634",653,"13,541,651"
Creepy Nuts,"9,609,834","17,259",999,"9,609,834"
Manu Chao,"9,609,763","-19,062",650,"12,111,612"
Edward Maya,"9,607,023","-111,583",859,"11,317,460"
Icona Pop,"9,603,654","-56,708",597,"13,570,205"
Luck Ra,"9,596,320","24,477",803,"11,524,073"
Cazzu,"9,591,481","19,656",679,"10,701,834"
Yusuf / Cat Stevens,"9,590,846","35,074",722,"11,465,268"
Avvy Sra,"9,577,941","2,752",978,"9,737,783"
Smash Mouth,"9,574,931","-41,529",817,"11,323,052"
MARINA,"9,574,847","-278,663",694,"10,453,772"
King Von,"9,570,165","-3,702",857,"9,792,497"
America,"9,565,984","80,545",654,"13,190,209"
Sufjan Stevens,"9,565,390","2,571",841,"10,472,102"
Birdy,"9,564,806","-4,937",662,"11,832,939"
Rashmi Virag,"9,558,337","34,438",880,"9,565,749"
Ankit Tiwari,"9,553,776","9,069",986,"9,727,870"
MF DOOM,"9,553,761","23,349",1061,"9,588,344"
James Hype,"9,551,101","-21,833",460,"13,541,656"
Internet Money,"9,546,780","-21,619",587,"11,545,527"
Daecolm,"9,538,952","7,691",1046,"9,580,190"
Tom Petty,"9,538,173","-26,389",680,"12,072,427"
Ludovico Einaudi,"9,526,938","10,069",919,"9,765,031"
King,"9,512,286","19,972",392,"16,307,386"
Hungria,"9,498,433","-6,153",949,"9,922,581"
Feby Putri,"9,497,110","4,699",1020,"9,814,706"
Ricky Montgomery,"9,482,148","-1,591",1072,"9,488,431"
Jay Sean,"9,479,099","-25,366",959,"9,734,442"
Bazzi,"9,478,770","-72,735",428,"14,609,192"
Lauana Prado,"9,465,244","-19,982",760,"11,452,065"
Guru Randhawa,"9,463,336","-32,455",715,"10,872,244"
Skillet,"9,463,301","-114,431",906,"10,695,017"
Tokischa,"9,463,209","-36,936",394,"17,115,778"
Saweetie,"9,461,969","-27,478",703,"11,523,382"
Kenny Rogers,"9,454,843","19,685",842,"10,593,609"
Luke Bryan,"9,442,012","17,510",601,"12,170,317"
Natalie Imbruglia,"9,441,995","-8,165",862,"11,016,168"
Raj Shekhar,"9,440,305",246,554,"14,154,871"
Andrea Bocelli,"9,435,361","97,511",911,"10,606,971"
bôa,"9,427,112","-4,810",1027,"9,728,132"
Jordan Davis,"9,422,953","-42,416",689,"11,670,670"
Ken Carson,"9,421,394","-6,434",882,"10,775,792"
Antara Mitra,"9,420,879","19,959",1002,"9,426,637"
Javed-Mohsin,"9,414,413","45,904",782,"10,392,053"
Sasha Alex Sloan,"9,409,983","-10,587",463,"14,497,829"
For Revenge,"9,405,130","25,344",1091,"9,405,130"
Kenya Grace,"9,402,125","26,397",107,"32,478,392"
Liam Payne,"9,397,198","-42,283",733,"12,364,938"
fun.,"9,393,052","-1,999",594,"12,700,918"
Nadin Amizah,"9,388,477","1,344",848,"9,910,210"
Riley Green,"9,385,940","38,277",851,"11,082,028"
Omah Lay,"9,385,009","-51,937",767,"11,853,184"
2 Chainz,"9,376,640","1,310",518,"13,825,486"
Cody Johnson,"9,373,224","45,749",937,"10,274,474"
Belanova,"9,372,311","25,207",787,"10,413,819"
M.I.A.,"9,365,849","-150,675",844,"10,032,217"
Ozzy Osbourne,"9,362,972","-29,823",805,"10,761,665"
MC GP,"9,358,104","24,247",792,"11,123,412"
TWICE,"9,345,643","-11,173",499,"12,855,155"
Nina Simone,"9,342,544","23,612",990,"9,752,031"
Zac Efron,"9,342,048","49,726",810,"11,283,312"
The Black Keys,"9,309,741","-73,774",621,"13,313,966"
Sidhu Moose Wala,"9,289,438","-30,186",637,"11,847,588"
KSI,"9,287,532","-91,732",743,"12,222,576"
Orochi,"9,281,171","-10,962",919,"10,501,022"
DJ Oreia,"9,280,180","5,623",1111,"9,329,819"
Diego & Victor Hugo,"9,279,423","-31,073",873,"10,584,752"
Dan + Shay,"9,279,388","36,848",388,"18,547,976"
Maisak,"9,274,371","-23,095",1011,"9,911,623"
LMFAO,"9,272,726","-65,096",905,"9,507,070"
INNA,"9,267,442","-30,678",646,"13,405,922"
Sohail Sen,"9,259,866","33,099",1116,"9,295,013"
James Blake,"9,257,008",385,582,"12,512,105"
Sagar,"9,248,158","-16,441",1118,"9,285,625"
Alisha Chinai,"9,246,485","20,145",1110,"9,338,335"
Tochi Raina,"9,246,095","-10,620",955,"9,256,715"
Ayushmann Khurrana,"9,243,161","2,083",1037,"9,678,218"
Hindia,"9,240,320","6,090",1045,"9,271,822"
Masego,"9,235,387","-4,696",733,"11,852,173"
Shaarib Toshi,"9,234,728","15,256",963,"9,293,707"
Akhil Sachdeva,"9,221,619","68,774",1126,"9,221,619"
Heart,"9,219,651","-30,795",717,"10,760,608"
Royel Otis,"9,217,855","11,899",1042,"9,603,091"
Ha*Ash,"9,195,271","12,448",978,"9,735,699"
Cafuné,"9,193,744","19,078",1118,"9,269,405"
Selena,"9,192,087","-33,148",899,"10,536,136"
Willie Colón,"9,190,132","44,588",908,"10,574,706"
Logic,"9,185,540","7,398",431,"13,970,820"
Jarabe De Palo,"9,184,152","-13,518",848,"11,288,754"
Mc Kako,"9,174,263","-2,049",1135,"9,176,312"
Alemán,"9,172,669","29,978",918,"9,172,669"
Roy Orbison,"9,172,170","55,600",674,"12,770,696"
ELENA ROSE,"9,168,668","25,109",1050,"9,567,123"
Will Smith,"9,168,209","-297,405",819,"11,424,925"
Joey Bada$$,"9,165,980","-9,853",772,"10,299,380"
Like Mike,"9,158,378","-27,821",519,"15,371,036"
Mc Leozin,"9,148,805","-7,033",717,"12,290,958"
Soft Cell,"9,147,466","-88,579",883,"10,785,618"
Boyz II Men,"9,131,725","67,277",1144,"9,131,725"
Dermot Kennedy,"9,128,994","-15,980",405,"14,690,713"
Rosa Linn,"9,124,632","28,643",213,"22,368,082"
Wallows,"9,123,914","-91,067",648,"13,176,091"
Yng Lvcas,"9,107,458","-123,303",101,"32,431,402"
John Martin,"9,100,527","-23,089",668,"11,535,835"
"Tito ""El Bambino""","9,085,624","29,952",930,"10,213,056"
Florida Georgia Line,"9,081,302","-3,848",505,"13,886,025"
Nate Smith,"9,060,387","-26,016",877,"10,843,323"
MC Cabelinho,"9,056,825","1,898",706,"11,710,253"
Dusty Springfield,"9,056,235","-33,866",905,"10,305,065"
Guilherme & Benuto,"9,045,069","14,250",525,"14,877,807"
KayBlack,"9,045,037","-55,084",674,"12,399,893"
Fetty Wap,"9,041,872","-6,555",685,"12,496,093"
alt-J,"9,036,057","-2,647",843,"10,387,663"
London Symphony Orchestra,"9,032,168","22,591",842,"10,515,220"
Alex Rose,"9,027,518","-14,119",1160,"9,041,637"
C. Tangana,"9,022,998","-17,233",700,"11,454,863"
Nas,"9,022,174","-22,679",547,"13,392,042"
Gurinder Gill,"9,010,412","-23,088",692,"11,301,680"
Jim Croce,"9,002,342","35,800",909,"10,628,190"
Israel & Rodolffo,"8,998,085","27,652",656,"11,805,143"
Little Simz,"8,997,851","-65,381",693,"12,740,528"
MC Hariel,"8,992,698","-17,633",810,"11,053,901"
Victor Mendivil,"8,988,881","30,497",1122,"9,222,093"
Carpenters,"8,980,764","189,892",428,"17,864,695"
Oh Wonder,"8,977,841","28,687",902,"9,535,371"
Olivia Newton-John,"8,952,769","-28,560",708,"11,789,313"
Ryan Lewis,"8,952,188","-27,816",181,"27,624,928"
Taiu,"8,944,102","-68,349",449,"16,743,687"
Jazzy,"8,938,303","-5,476",1174,"8,960,333"
Talking Heads,"8,916,920","-819,744",760,"12,088,005"
Franz Ferdinand,"8,909,407","1,899",995,"9,942,995"
Norma Jean Martine,"8,906,777","-50,265",575,"14,075,257"
BENNETT,"8,903,932","-22,668",603,"13,437,506"
bbno$,"8,903,501","-18,040",721,"11,173,588"
Carla Morrison,"8,900,769","5,063",565,"11,635,580"
Rascal Flatts,"8,900,066","-3,526",822,"10,060,800"
George Harrison,"8,895,365","48,814",1002,"9,622,927"
Fitz and The Tantrums,"8,880,734","34,214",756,"11,667,964"
Ogryzek,"8,877,599","-24,528",1184,"8,912,797"
Siddharth - Garima,"8,870,510","-20,804",549,"14,517,947"
Sam Feldt,"8,869,835","10,895",435,"15,313,300"
Whethan,"8,868,488","3,638",723,"12,122,814"
LATIN MAFIA,"8,857,949","-35,260",1009,"9,294,955"
Eternxlkz,"8,855,970","-23,299",937,"10,083,535"
Ilaiyaraaja,"8,854,020","8,726",1108,"8,904,198"
Lijo George-Dj Chetas,"8,849,136","41,052",1191,"8,849,136"
LIT killah,"8,848,140","-40,248",383,"16,770,036"
MNEK,"8,841,724","-29,853",451,"13,903,326"
INXS,"8,839,933","-16,875",798,"10,326,929"
Dove Cameron,"8,837,131","-192,838",367,"15,363,797"
El Bogueto,"8,836,782",-237,1076,"9,446,800"
Suzanne D'Mello,"8,825,362","30,838",1197,"8,828,256"
Jory Boy,"8,823,650","-16,470",1123,"8,840,120"
Matuê,"8,821,933","-19,076",920,"10,210,578"
(G)I-DLE,"8,814,977","-9,825",566,"13,699,591"
Tim McGraw,"8,803,487","80,066",590,"14,643,751"
Pamungkas,"8,801,722","-5,355",1137,"8,807,077"
Bakermat,"8,798,473","-4,395",615,"14,018,425"
ENHYPEN,"8,794,143","21,134",861,"10,254,021"
Jeremy Zucker,"8,785,096","-4,231",513,"12,231,275"
Johann Sebastian Bach,"8,782,413","-50,278",937,"9,815,773"
Simple Minds,"8,782,034","-4,705",937,"9,745,879"
Anuradha Paudwal,"8,770,819","-191,895",1077,"9,284,108"
Disciples,"8,752,774","112,553",755,"11,871,137"
Majestic,"8,749,366","-33,643",970,"10,242,016"
Aqua,"8,748,152","-48,859",61,"41,819,994"
