Artist,Listeners,Daily Trend,Peak,PkListeners
Kenny Loggins,"8,743,459","-17,217",718,"10,716,636"
Sorriso Maroto,"8,743,258","36,461",1121,"8,743,258"
Prashant Pandey,"8,736,845","-34,468",764,"11,660,260"
Two Feet,"8,715,476","-2,546",856,"9,668,762"
MKTO,"8,714,738","-64,461",831,"11,109,215"
Naeleck,"8,711,958","-4,081",654,"12,632,163"
Miguel Bosé,"8,706,790","-5,316",653,"11,632,240"
Novo Amor,"8,703,691","-24,276",951,"9,638,538"
Naresh Iyer,"8,700,275","9,878",1152,"8,746,576"
SAINt JHN,"8,693,175","-91,781",614,"10,813,983"
Filipe Ret,"8,671,511","10,923",973,"9,751,661"
Denzel Curry,"8,670,542","67,972",985,"8,670,542"
Chance the Rapper,"8,667,997","-6,113",623,"10,952,938"
Clave Especial,"8,662,617","-1,280",1225,"8,704,352"
Mau y Ricky,"8,648,158","-19,184",489,"12,943,019"
Riton,"8,644,752","-83,325",685,"11,432,336"
Vintage Culture,"8,644,621","-22,854",961,"10,029,332"
Veigh,"8,643,234","-4,686",794,"10,661,265"
Supertramp,"8,641,216","-8,387",770,"11,079,047"
Grey,"8,630,342","144,333",913,"8,679,493"
El Fantasma,"8,626,922","30,296",695,"12,208,875"
Incubus,"8,626,258","-4,519",944,"10,099,913"
Ñejo,"8,622,505","-10,007",634,"12,006,529"
RÜFÜS DU SOL,"8,621,286","-34,174",1036,"9,650,200"
Two Door Cinema Club,"8,620,262","-16,617",922,"10,284,678"
Chris Isaak,"8,614,754","-3,426",1237,"8,618,180"
Yami Safdie,"8,610,298","22,417",1238,"8,610,298"
Lykke Li,"8,592,662","-37,086",860,"10,857,162"
MC G15,"8,592,612","-20,461",726,"12,170,289"
Ghost,"8,588,150","-718,152",778,"10,413,273"
Kodaline,"8,582,000","-4,629",836,"10,091,624"
John Summit,"8,575,801","-1,058",841,"11,263,759"
Caralisa Monteiro,"8,573,735","-28,896",695,"10,073,438"
Connor Price,"8,564,391","-32,474",908,"10,293,507"
HARDY,"8,561,321","48,235",798,"11,792,487"
MC Joãozinho VT,"8,558,968","37,540",1247,"8,558,968"
Kaash Paige,"8,552,700","-1,568",1248,"8,554,268"
Øneheart,"8,538,584","12,679",1109,"9,008,648"
Omar Varela,"8,536,393","-2,017",1108,"9,139,545"
Sam Cooke,"8,535,140","135,506",896,"10,225,079"
Simple Plan,"8,531,332","-210,831",1126,"9,192,504"
Boza,"8,529,595","-18,835",892,"10,759,792"
Pedro Capó,"8,524,537","-25,181",634,"11,680,899"
El Malilla,"8,524,478","-32,506",1227,"8,657,324"
CKay,"8,523,999","-33,099",429,"15,504,745"
Los Temerarios,"8,520,443","20,616",1081,"9,173,173"
Cascada,"8,512,914","-16,519",964,"9,772,300"
Fiersa Besari,"8,508,722","-16,178",1154,"8,972,686"
La Bouche,"8,502,323","-138,418",645,"13,267,972"
Chris Jedi,"8,462,228","-1,538",736,"11,817,178"
Beach Bunny,"8,458,578","-3,714",951,"9,416,022"
Men I Trust,"8,450,615","20,482",844,"10,199,300"
Vierra,"8,443,384","12,426",1262,"8,443,384"
The Emotions,"8,413,434","40,949",1265,"8,413,434"
iZaak,"8,404,052","15,732",823,"11,300,905"
Chris Lake,"8,396,592","-2,500",815,"11,248,545"
FINNEAS,"8,379,596","-25,743",840,"11,324,344"
Trevor Daniel,"8,372,364","-56,606",968,"9,590,211"
Ray Parker Jr.,"8,364,657","-475,830",783,"11,862,652"
Alexis y Fido,"8,340,331","63,193",1271,"8,340,331"
Nidji,"8,338,645","-3,119",1272,"8,341,764"
Kool & The Gang,"8,336,588","-14,157",875,"10,031,067"
Jaymes Young,"8,330,451","-29,746",530,"13,123,344"
Jon Pardi,"8,313,467","-8,605",849,"10,289,056"
ILLENIUM,"8,307,558","-11,320",570,"12,528,350"
Powfu,"8,302,460","3,878",913,"9,427,968"
UB40,"8,301,044","-2,917",975,"10,009,316"
Zac Brown Band,"8,295,246","45,570",654,"11,797,952"
Mc Rodrigo do CN,"8,285,123","23,781",1280,"8,285,123"
Rick Astley,"8,279,323","-30,398",1171,"8,852,800"
Los Bukis,"8,278,227","6,454",1223,"8,278,227"
Davido,"8,274,279","25,927",1003,"8,834,438"
Priya Saraiya,"8,271,356","61,361",1284,"8,271,356"
Benny Benassi,"8,258,652","7,983",896,"9,607,912"
Megan Moroney,"8,256,792","44,300",1285,"8,256,792"
Thirty Seconds To Mars,"8,251,077","-15,375",874,"9,718,710"
Vijay Prakash,"8,243,570",-695,1273,"8,313,338"
Sujatha,"8,241,971","5,823",1266,"8,282,720"
Juan Magán,"8,241,804","-20,790",986,"9,711,529"
Aya Nakamura,"8,240,410","-37,245",734,"10,985,127"
Duncan Laurence,"8,239,265","-6,270",847,"9,233,454"
Maggie Rogers,"8,233,043","-11,950",866,"10,798,867"
Luar La L,"8,225,685","-7,420",605,"12,945,000"
Mc Davi,"8,223,099","-8,419",670,"12,324,247"
wave to earth,"8,221,568","21,464",1217,"8,370,749"
Ludwig van Beethoven,"8,217,832","9,654",1120,"8,217,832"
Pyotr Ilyich Tchaikovsky,"8,216,630","99,500",681,"12,265,707"
Ramajogayya Sastry,"8,215,482","-18,054",1292,"8,245,554"
Oliver Heldens,"8,214,973","-79,141",710,"11,081,326"
